"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000196517",241.91536257078,-2.34568773034125,0.21047366285388,-11.1448040507079,7.591120099444e-29,4.99858756113389e-26,"SLC6A9"
"ENSG00000135821",19973.4000047829,3.04139431932713,0.27601795596701,11.0188277739824,3.10070622958728e-28,1.95667482696247e-25,"GLUL"
"ENSG00000164647",1885.61489540935,1.54719062113165,0.142632015155485,10.8474287448371,2.0511441149481e-27,1.24258310483556e-24,"STEAP1"
"ENSG00000157150",194.419230565533,2.90878364671797,0.268510811606747,10.8330224370186,2.40096952444407e-27,1.39856474798867e-24,"TIMP4"
"ENSG00000276600",308.766133363223,-1.76082839668048,0.162985378558559,-10.8035973058027,3.30976814568133e-27,1.85653476171644e-24,"RAB7B"
"ENSG00000163697",2417.25697073947,0.917524262526219,0.085961136101308,10.6737102851327,1.35120797990361e-26,7.30858744844293e-24,"APBB2"
"ENSG00000116285",3268.63191573428,2.44021983043098,0.229406360354869,10.6371062539687,2.00252150087289e-26,1.04579959071448e-23,"ERRFI1"
"ENSG00000181467",614.694820343917,-1.2618892116439,0.118695700132271,-10.6312967549598,2.13128175779866e-26,1.07594207406202e-23,"RAP2B"
"ENSG00000183044",534.268135899311,1.00628636891542,0.0950895908948702,10.58250813202,3.59211470950392e-26,1.75492184759474e-23,"ABAT"
"ENSG00000162692",501.804184764929,-3.53333473074728,0.33435835593642,-10.5675083873757,4.21545536750684e-26,1.99509598565285e-23,"VCAM1"
"ENSG00000163884",574.142864572114,4.53724566859664,0.431748522852716,10.5090010235992,7.85208638357719e-26,3.60363176603868e-23,"KLF15"
"ENSG00000273259",2004.06797116422,3.36549839921694,0.323466711926365,10.4044659778873,2.36578827024363e-25,1.05381951037764e-22,NA
"ENSG00000110756",990.645486606917,1.49026598111585,0.147018214852136,10.1366077843803,3.80069010507963e-24,1.64461290404089e-21,"HPS5"
"ENSG00000119138",1717.46623459215,2.1278755378679,0.211779275958774,10.0476098439496,9.41225857230365e-24,3.95968489104275e-21,"KLF9"
"ENSG00000077684",1762.18309743193,1.18958326792686,0.118691652254231,10.0224678428002,1.21432306845893e-23,4.97051969508393e-21,"JADE1"
"ENSG00000103502",3348.30312527958,0.839753280171511,0.0839103821962121,10.0077399028868,1.40935371008683e-23,5.6170162998066e-21,"CDIPT"
"ENSG00000166482",27413.4128904298,-0.949287568922092,0.0953474149899111,-9.95609130066649,2.37205923193033e-23,9.2114966839961e-21,"MFAP4"
"ENSG00000185950",2275.98209759502,2.16650967707574,0.219971827113062,9.84903251252348,6.92069371603236e-23,2.62034765823275e-20,"IRS2"
"ENSG00000165995",513.109573436338,3.00661382913942,0.305925153414438,9.82793927070896,8.53472689625419e-23,3.15264484984804e-20,"CACNB2"
"ENSG00000103196",3096.15933899728,2.62603420335245,0.267470544927557,9.81803138010468,9.41644064553503e-23,3.39552365658638e-20,"CRISPLD2"
"ENSG00000211445",12537.1799334237,3.77018286930709,0.385630163148349,9.77668043009574,1.41784625049985e-22,4.99378638693493e-20,"GPX3"
"ENSG00000157510",502.245335458258,1.82248106240131,0.188076126249963,9.6901244125963,3.32123848029342e-22,1.14318538145554e-19,"AFAP1L1"
"ENSG00000197043",14235.8891385396,0.954687000916643,0.0993535823492879,9.60898417895332,7.32682282131098e-22,2.41227677453815e-19,"ANXA6"
"ENSG00000221869",1996.6227385359,1.51593635980908,0.157725271630385,9.61124583358804,7.16764186722352e-22,2.41227677453815e-19,"CEBPD"
"ENSG00000139289",2896.74376144142,-1.07092614947886,0.112128921991165,-9.55084674374413,1.2864052710939e-21,4.14523570866321e-19,"PHLDA1"
"ENSG00000131389",738.395170724894,-1.96399622611388,0.205869628668621,-9.5399998475503,1.42832524818638e-21,4.50666372578806e-19,"SLC6A6"
"ENSG00000158246",70.9156124341666,2.34457248798854,0.246715796134002,9.50313082797141,2.03672777178384e-21,6.29515144972782e-19,"FAM46B"
"ENSG00000145777",152.344620594276,-2.71541754587155,0.288503128556842,-9.41209046659107,4.86365826217885e-21,1.47320208761397e-18,"TSLP"
"ENSG00000181061",2495.79383552303,1.2697186627593,0.135468328427738,9.3728082238543,7.06278771626691e-21,2.09737097966397e-18,"HIGD1A"
"ENSG00000157214",3042.42442776058,1.99782070002371,0.213890144513652,9.34040558327919,9.5965795946285e-21,2.79500380693555e-18,"STEAP2"
"ENSG00000108821",102624.279264829,-1.27736598509062,0.137384692037255,-9.29773154598796,1.43473950132508e-20,4.02391291621637e-18,"COL1A1"
"ENSG00000151726",1467.32301351221,1.57907014875435,0.169811394268188,9.29896462813607,1.41819929450324e-20,4.02391291621637e-18,"ACSL1"
"ENSG00000124766",1291.40790053461,-2.33654878399857,0.251630061492322,-9.28565041132757,1.60722512729297e-20,4.42571355506401e-18,"SOX4"
"ENSG00000141401",619.513260387526,2.19485418360676,0.237408094363844,9.24506887386491,2.35089257555605e-20,6.3579050101422e-18,"IMPA2"
"ENSG00000003402",3368.72335143759,1.16249955008498,0.126122439900032,9.21723010597012,3.04873788111014e-20,7.85935616248998e-18,"CFLAR"
"ENSG00000112837",2671.19815511368,-1.63666383201908,0.177535574531456,-9.21879367748402,3.00461316508805e-20,7.85935616248998e-18,"TBX18"
"ENSG00000157514",2226.72449000203,3.34428297469444,0.362847481243393,9.21677329338036,3.0617498421057e-20,7.85935616248998e-18,"TSC22D3"
"ENSG00000169715",553.702542171806,2.16215512840955,0.235815109493103,9.16885747082624,4.78058821074169e-20,1.18691817133906e-17,"MT1E"
"ENSG00000196975",4931.1015623731,1.12894750999332,0.123110301968023,9.17021152532434,4.72091764743938e-20,1.18691817133906e-17,"ANXA4"
"ENSG00000128923",1481.50742728071,1.05791485275878,0.11614232097109,9.10878002017983,8.33135137284959e-20,2.03513413777108e-17,"MINDY2"
"ENSG00000143320",1513.74032144022,-1.70763401563627,0.187609511865018,-9.10206523465019,8.8630174730309e-20,2.13064126395322e-17,"CRABP2"
"ENSG00000177283",147.951649785997,2.46517889923527,0.272263380415554,9.05439025796523,1.37332901589931e-19,3.24985436653048e-17,"FZD8"
"ENSG00000164484",814.401987519494,-1.18488989788326,0.130895716022529,-9.05216712882582,1.40158570642032e-19,3.26569469595934e-17,"TMEM200A"
"ENSG00000157613",2823.8992896954,-0.967541096752917,0.107808249891728,-8.97464802299099,2.84259181810182e-19,6.52288683108364e-17,"CREB3L1"
"ENSG00000072958",2239.04534337653,1.10184715546392,0.123239426623656,8.94070335809578,3.86701135134569e-19,8.74117715166126e-17,"AP1M1"
"ENSG00000019995",2150.37632011757,0.983999268221212,0.111167111349326,8.85153222277356,8.63258416705696e-19,1.92265422367761e-16,"ZRANB1"
"ENSG00000012048",241.117643587367,-1.40352742335558,0.158893365118043,-8.83314052989494,1.01777025641169e-18,2.23393196135581e-16,"BRCA1"
"ENSG00000154734",29872.9878556811,2.18781090856898,0.24857713846083,8.80133596402201,1.35196948223269e-18,2.92508254405916e-16,"ADAMTS1"
"ENSG00000185432",3844.86229573871,2.27103730440435,0.2597069986176,8.74461341624564,2.23780498026802e-18,4.7734586515717e-16,"METTL7A"
"ENSG00000159884",556.366128273062,1.06266588913772,0.121870817153953,8.71960912344838,2.79163825956938e-18,5.87213353349698e-16,"CCDC107"
"ENSG00000163513",13345.3548115132,1.4709020397981,0.168753584380136,8.71627139181075,2.8751364862357e-18,5.96492357315611e-16,"TGFBR2"
"ENSG00000139132",1181.85578266924,2.05688309768939,0.236535588525796,8.69587156211411,3.44177591023682e-18,7.04401299466711e-16,"FGD4"
"ENSG00000196136",739.309178654879,3.19630747360769,0.370210744606051,8.63375123541848,5.9372046282644e-18,1.19891952126752e-15,"SERPINA3"
"ENSG00000172986",767.400836637411,-1.64194435320152,0.190239803294591,-8.63091910718038,6.08609169732786e-18,1.2128139310004e-15,"GXYLT2"
"ENSG00000183160",2936.72405730511,-1.17321055964282,0.136033880243547,-8.62439972705605,6.44297047224688e-18,1.26725698444388e-15,"TMEM119"
"ENSG00000103485",876.983547374098,-1.12050846314542,0.130413296366596,-8.5919802225966,8.54831057175925e-18,1.65979696934992e-15,"QPRT"
"ENSG00000173838",68.6105850526452,3.42349509217424,0.399943746318134,8.55994155100759,1.129247569004e-17,2.16486764969185e-15,"MARCH10"
"ENSG00000169738",602.04981640171,1.96040513507749,0.23020022884204,8.51608682119375,1.65035124505552e-17,3.12432120079572e-15,"DCXR"
"ENSG00000197321",9110.11696451622,-0.699698198872982,0.0822321278292126,-8.50881787135779,1.75715594222802e-17,3.28544774630165e-15,"SVIL"
"ENSG00000146592",694.975972522806,-2.04981131003688,0.241239022544952,-8.49701382642154,1.94530272702911e-17,3.59287924400682e-15,"CREB5"
"ENSG00000099860",373.609719689536,1.4159243983958,0.1677042597082,8.44298410105663,3.09337190553066e-17,5.6444719890677e-15,"GADD45B"
"ENSG00000128311",323.623146252674,1.34158940745352,0.15901039855144,8.43711744436329,3.25259595675603e-17,5.86435306727024e-15,"TST"
"ENSG00000134253",144.951068185965,-1.98700571939165,0.235867466696703,-8.42424666368549,3.63078667026701e-17,6.46920754366986e-15,"TRIM45"
"ENSG00000253368",1051.87338068471,1.99298365819333,0.236818150277671,8.41567107865905,3.90652019564389e-17,6.87956376314264e-15,"TRNP1"
"ENSG00000134243",5569.87422804189,2.21273109333576,0.263715448076358,8.39060096583751,4.83663351518135e-17,8.41963386062317e-15,"SORT1"
"ENSG00000162616",1478.62500195149,1.36934250607853,0.163262423332935,8.38737094625919,4.97134440151936e-17,8.55579670011485e-15,"DNAJB4"
"ENSG00000150907",688.476650962791,2.30496442388123,0.276350950392112,8.34071466231882,7.38428823992433e-17,1.25657354374892e-14,"FOXO1"
"ENSG00000167549",2012.78985108593,2.38044046101997,0.28711219334614,8.29097654570918,1.12322433980881e-16,1.89013695848939e-14,"CORO6"
"ENSG00000137076",20054.8384767669,0.638116630872106,0.0770161139888372,8.2854950454212,1.17618807414952e-16,1.95751300912027e-14,"TLN1"
"ENSG00000132970",1317.16857123589,1.08140845100666,0.13073054041487,8.27204146464047,1.31684486476238e-16,2.16778429095937e-14,"WASF3"
"ENSG00000133142",3090.51775861329,1.47987220298307,0.17940770334425,8.24865474222959,1.60187498521798e-16,2.60864480119637e-14,"TCEAL4"
"ENSG00000148120",677.473392933758,1.23763748703493,0.150979302551217,8.19739835938825,2.45645352244059e-16,3.91610406288028e-14,"C9orf3"
"ENSG00000163491",152.333491281033,-2.07305359103836,0.252883641353378,-8.19765794237947,2.45115643243939e-16,3.91610406288028e-14,"NEK10"
"ENSG00000183722",3035.76768508864,0.709162956567055,0.0867529407875823,8.17451201226095,2.97065732576161e-16,4.68652137486037e-14,"LHFPL6"
"ENSG00000103064",1735.71982860339,1.37532680433613,0.168769287540435,8.14915334643824,3.6648098796708e-16,5.72201501315612e-14,"SLC7A6"
"ENSG00000162704",2647.51641081926,0.896589539873491,0.1104664468775,8.11639701662305,4.8022787194223e-16,7.36550553057839e-14,"ARPC5"
"ENSG00000179593",68.3800745222305,8.90550233947414,1.09726597228647,8.11608357900406,4.81469163108129e-16,7.36550553057839e-14,"ALOX15B"
"ENSG00000143891",522.025378125847,-1.13399619834366,0.140282451968351,-8.08366393966011,6.28493716898541e-16,9.5185373424284e-14,"GALM"
"ENSG00000163110",1307.00957672327,1.48535581378261,0.184070106224913,8.0695113630655,7.05800653257476e-16,1.05835157362222e-13,"PDLIM5"
"ENSG00000102804",5382.05257204899,1.15093410882361,0.142663239293938,8.0674889657613,7.17586885683494e-16,1.06547582192907e-13,"TSC22D1"
"ENSG00000127824",250.256189339771,-1.69363993720863,0.210245004368501,-8.05555376830809,7.9119779448639e-16,1.16336801917441e-13,"TUBA4A"
"ENSG00000125503",2642.92992334253,0.679974329904714,0.0848746793294305,8.01150985520048,1.13308653294635e-15,1.65005726360312e-13,"PPP1R12C"
"ENSG00000138078",1711.69454421181,-0.721079630640315,0.0901097543871246,-8.00223722220407,1.22178712536973e-15,1.76228247749757e-13,"PREPL"
"ENSG00000101342",53.7031368272962,4.13426779244219,0.517090844347241,7.99524462217304,1.29316854685016e-15,1.84764506057035e-13,"TLDC2"
"ENSG00000112576",646.673183511032,1.08122142303057,0.13530200829014,7.99117054280531,1.3366350069084e-15,1.89190067099324e-13,"CCND3"
"ENSG00000104756",1773.42785790779,0.750040278372806,0.0939288834818543,7.98519316497255,1.40302430463622e-15,1.96748176793662e-13,"KCTD9"
"ENSG00000105516",103.555045793919,-1.63320256155643,0.205103830980258,-7.96280866013485,1.68177421191799e-15,2.33674040729339e-13,"DBP"
"ENSG00000198431",22550.132525209,1.47807414050153,0.186257459652336,7.9356507023153,2.09394561275772e-15,2.88298239138324e-13,"TXNRD1"
"ENSG00000118689",5353.974568445,1.27540191485897,0.160751402190901,7.93400180325868,2.12195013644746e-15,2.89521935283754e-13,"FOXO3"
"ENSG00000130066",4094.02815137334,1.31953749489708,0.166821439922563,7.90987954251918,2.57638061754636e-15,3.45303402236634e-13,"SAT1"
"ENSG00000149218",2046.64979798996,1.9736548950328,0.249509172502055,7.91014965598725,2.57079661069131e-15,3.45303402236634e-13,"ENDOD1"
"ENSG00000138316",788.996860846473,-2.41081460770051,0.305191599720166,-7.89934785200843,2.80366435308082e-15,3.72469268661483e-13,"ADAMTS14"
"ENSG00000161647",159.566408849098,1.74649175912609,0.222332228409393,7.855324311823,3.98739050459171e-15,5.25121992974273e-13,"MPP3"
"ENSG00000162426",171.56402069617,1.41510822324702,0.18084598630084,7.82493574888063,5.07916254484139e-15,6.63137213289853e-13,"SLC45A1"
"ENSG00000179820",5333.81269432854,1.44810988056992,0.185973784604099,7.78663446384474,6.8817676631147e-15,8.90806591947625e-13,"MYADM"
"ENSG00000119139",5612.32457620331,1.9908828429621,0.256147054043853,7.77242139439657,7.69997887538897e-15,9.88272712438695e-13,"TJP2"
"ENSG00000136999",446.971397273606,-2.6028313845251,0.336934702741623,-7.72503207103918,1.1182518536089e-14,1.42318691789132e-12,"NOV"
"ENSG00000146250",313.821137829102,-2.69619726269493,0.349732808113018,-7.70930607637944,1.26503686974619e-14,1.59658194935884e-12,"PRSS35"
"ENSG00000152332",3008.20914259827,0.67189195166986,0.0874973378233457,7.67899879452777,1.6033674451769e-14,2.00685950059538e-12,"UHMK1"
"ENSG00000112773",525.998125166656,-1.2209241529584,0.159116809057324,-7.67313120588376,1.67847640454452e-14,2.08364960219892e-12,"FAM46A"
"ENSG00000140545",9643.89243351853,1.18720743184527,0.155028139139005,7.65801252881434,1.88832469411405e-14,2.32509573108596e-12,"MFGE8"
"ENSG00000136478",3731.86033954668,1.5065596646997,0.197423127194485,7.63112045741005,2.327220988851e-14,2.84240015130229e-12,"TEX2"
"ENSG00000049323",20410.0860039713,0.71513406739457,0.0938836017907542,7.61724149642709,2.59154210885872e-14,3.13991241909322e-12,"LTBP1"
"ENSG00000122966",304.385980392181,-1.63486753393709,0.214733452559865,-7.61347388796493,2.66825254074392e-14,3.20719720075926e-12,"CIT"
"ENSG00000132356",2379.48217418789,0.743612622373358,0.0977592792263985,7.60656817703456,2.81469780212966e-14,3.35658253647667e-12,"PRKAA1"
"ENSG00000077254",2760.44083059498,0.807688182504342,0.10691162957622,7.55472707418158,4.19739072829038e-14,4.9663658265592e-12,"USP33"
"ENSG00000168234",600.327691176793,0.857602129254321,0.113596083693178,7.5495747861405,4.36681583617952e-14,5.12677719681696e-12,"TTC39C"
"ENSG00000113456",1042.060350359,0.795063831694828,0.105730300586221,7.51973490368043,5.48874188005261e-14,6.39438429026129e-12,"RAD1"
"ENSG00000157110",3434.9371292854,0.81496446701132,0.108466338656578,7.51352426112243,5.75564703425044e-14,6.65414307891015e-12,"RBPMS"
"ENSG00000126016",404.398400122558,-2.49800512613255,0.332794446806984,-7.50615026813038,6.08915172709033e-14,6.98637900808963e-12,"AMOT"
"ENSG00000170214",201.751000183794,3.67679920144943,0.492270269411048,7.46906614093992,8.07659385251174e-14,9.19699352603686e-12,"ADRA1B"
"ENSG00000169744",723.01402678599,-1.3306060151333,0.178679500185114,-7.44688682112265,9.55685374155658e-14,1.08013843220802e-11,"LDB2"
"ENSG00000131871",812.424686783872,0.674894965660154,0.0907997238050907,7.43278654799516,1.06333419623929e-13,1.19290343718845e-11,"SELENOS"
"ENSG00000147119",456.95140071251,1.57288249129368,0.211880047618699,7.42345732394895,1.1410194467287e-13,1.27064261181663e-11,"CHST7"
"ENSG00000148848",1381.85270141484,-1.86991355434206,0.252187565414522,-7.41477301336597,1.21833288205615e-13,1.34683587582047e-11,"ADAM12"
"ENSG00000020577",3148.94122875977,1.21223083086219,0.16417882387607,7.38360040742671,1.54065380391704e-13,1.69081172900895e-11,"SAMD4A"
"ENSG00000196932",76.8390518792512,-2.00129274953909,0.271111883327818,-7.38179649292321,1.56167776803247e-13,1.70155466164401e-11,"TMEM26"
"ENSG00000138074",455.640505436127,1.16383966625996,0.158001408426327,7.36600817582353,1.7581304453157e-13,1.90192039959330e-11,"SLC5A6"
"ENSG00000146006",70.6309989496603,-4.0037767016469,0.54422940485359,-7.35678128733968,1.88397648038795e-13,2.00935378841377e-11,"LRRTM2"
"ENSG00000174306",3453.200286637,1.10706654811767,0.150468513443664,7.35746318469585,1.87438077204303e-13,2.00935378841377e-11,"ZHX3"
"ENSG00000042286",599.809958530685,0.713437641123873,0.0972297731744896,7.3376458447921,2.17383463968978e-13,2.30228850476236e-11,"AIFM2"
"ENSG00000164105",538.355706819132,1.20854583724492,0.165276993567345,7.31224480285863,2.62715912441932e-13,2.76307812078685e-11,"SAP30"
"ENSG00000067369",2102.96945349668,-0.714245802530628,0.0977645060349867,-7.30577825734651,2.75666463840399e-13,2.87928868611231e-11,"TP53BP1"
"ENSG00000116132",5567.24077353662,-0.758688153702156,0.104311304286824,-7.27330713472813,3.50791502564942e-13,3.63886116873016e-11,"PRRX1"
"ENSG00000277443",5819.2400512788,-1.230130875227,0.169724134216514,-7.24782530725855,4.2351635173751e-13,4.36337084834326e-11,"MARCKS"
"ENSG00000087448",1029.52932093845,1.03300404765287,0.142716666892849,7.23814583217839,4.54860210034705e-13,4.65463370336189e-11,"KLHL42"
"ENSG00000114270",1600.16543561964,1.28744596325467,0.178157141096291,7.22646285931826,4.9573612146434e-13,5.03887487219961e-11,"COL7A1"
"ENSG00000134318",4532.90173037411,0.78246657782721,0.108311293506649,7.2242381426197,5.03918844405942e-13,5.08790059901866e-11,"ROCK2"
"ENSG00000108960",1740.19798309104,1.65434310070974,0.230198797074139,7.18658447279784,6.64321953929467e-13,6.66301721341839e-11,"MMD"
"ENSG00000165802",1607.02123231608,0.97340597690269,0.136293225235502,7.1419982557514,9.19837662648909e-13,9.16509302685377e-11,"NSMF"
"ENSG00000233608",4677.10119351861,0.731218228478168,0.102654520081015,7.12309821234455,1.05527566755419e-12,1.04458496634695e-10,"TWIST2"
"ENSG00000155962",399.773301149283,-1.12228679050763,0.157707436301392,-7.11625790658878,1.10896698121839e-12,1.09060421626964e-10,"CLIC2"
"ENSG00000172465",451.847687171403,1.01171835579202,0.142930414874117,7.07839795108039,1.45830452071783e-12,1.42490464298526e-10,"TCEAL1"
"ENSG00000170365",440.567510182441,-1.01000993125502,0.142842305921618,-7.07080388221429,1.54038712325742e-12,1.49545916549575e-10,"SMAD1"
"ENSG00000188215",583.091058388238,0.68381765019879,0.0967307815807337,7.06928693249584,1.55731844024763e-12,1.50226673742359e-10,"DCUN1D3"
"ENSG00000143344",1081.29606808733,-1.06616719613547,0.151260971728169,-7.04852801059267,1.80820355046272e-12,1.7332432134024e-10,"RGL1"
"ENSG00000125848",184.725551712782,-2.4707966504273,0.35119069949754,-7.03548429375366,1.98570085465253e-12,1.89141128576808e-10,"FLRT3"
"ENSG00000183508",90.3052529349409,-2.50680827891431,0.35664266778403,-7.02890737804918,2.08157092565969e-12,1.97033697931975e-10,"FAM46C"
"ENSG00000171793",696.230481492342,1.63272253843744,0.232548912475325,7.02098548240118,2.20308748450988e-12,2.07240745049082e-10,"CTPS1"
"ENSG00000099204",852.738214777329,1.43267728472705,0.204555786043272,7.00384629757668,2.49029309234403e-12,2.32811659775002e-10,"ABLIM1"
"ENSG00000157152",39.3407229279849,2.76161007495711,0.394498569188281,7.00030441337059,2.55406954703504e-12,2.37309099937704e-10,"SYN2"
"ENSG00000084090",3687.6065632505,1.22208526224924,0.174603180338811,6.99921536296092,2.57399940528769e-12,2.37702567030988e-10,"STARD7"
"ENSG00000185813",542.652954959198,1.06734861242875,0.152573355919398,6.99564223384204,2.64046550905451e-12,2.4236272808867e-10,"PCYT2"
"ENSG00000108604",2187.2675915473,1.29453188966148,0.185089308415448,6.99409328795916,2.66979875897943e-12,2.43578928944237e-10,"SMARCD2"
"ENSG00000177674",764.474981069582,1.1359779784734,0.162660484070018,6.98373661536879,2.87430704379292e-12,2.60666947175113e-10,"AGTRAP"
"ENSG00000093167",2143.3476076315,0.693337107596123,0.099438076416296,6.97255148715345,3.11243692137401e-12,2.80582483179817e-10,"LRRFIP2"
"ENSG00000173517",8182.69575723465,1.01731428610772,0.145958469879926,6.96988867411819,3.1719188303392e-12,2.84252725949628e-10,"PEAK1"
"ENSG00000108830",207.111531735843,-2.14987147169992,0.30877965589593,-6.96247771072232,3.34339509065003e-12,2.97857168517027e-10,"RND2"
"ENSG00000182197",5315.48796069254,-0.800350624708932,0.114965793730983,-6.96164136074886,3.3633083644061e-12,2.97878977654564e-10,"EXT1"
"ENSG00000143878",3361.81675955872,1.21447718297231,0.174617856647295,6.95505721058872,3.52418990039188e-12,3.10313116519971e-10,"RHOB"
"ENSG00000173221",1867.42208938398,1.05618667150216,0.152013029654663,6.94800093058842,3.70498561245453e-12,3.24346861853317e-10,"GLRX"
"ENSG00000071282",4091.27993782563,1.59568942548405,0.229972070478778,6.93862268649401,3.95941055627403e-12,3.44628005027415e-10,"LMCD1"
"ENSG00000145685",2024.86056126334,-1.17063317932953,0.168795608397252,-6.93521111387274,4.05614968284007e-12,3.51030782552074e-10,"LHFPL2"
"ENSG00000105835",2566.88138382778,0.982053364120378,0.141906136100383,6.92044326698939,4.50232603649354e-12,3.87430271719856e-10,"NAMPT"
"ENSG00000136997",749.941478614152,0.863800275997606,0.125431865162829,6.88660951406778,5.71377778657115e-12,4.88899234901808e-10,"MYC"
"ENSG00000137801",94530.9109438694,1.86692408731962,0.271591516796466,6.87401473116965,6.24197580004976e-12,5.31093952200863e-10,"THBS1"
"ENSG00000137767",2380.7661405682,1.01730793062736,0.148292176882357,6.8601591264953,6.87838854386075e-12,5.81973153613246e-10,"SQOR"
"ENSG00000205208",599.124719980782,-1.36453430298973,0.199120967510295,-6.85279064305057,7.24230409522499e-12,6.0935941956768e-10,"C4orf46"
"ENSG00000163083",425.114876638656,3.66803116890166,0.53533248607127,6.8518747962053,7.28883391494357e-12,6.09886130617792e-10,"INHBB"
"ENSG00000165996",290.653293553978,1.06197712577273,0.15551992377457,6.82855996838125,8.57712157728856e-12,7.13739045538655e-10,"HACD1"
"ENSG00000196569",18064.3664300771,2.0636520733146,0.302400603111452,6.82423266382847,8.83965196869188e-12,7.31565732600211e-10,"LAMA2"
"ENSG00000114098",986.026224073992,1.03515676232559,0.151752715982254,6.82133927966494,9.01956404234942e-12,7.42398355550989e-10,"ARMC8"
"ENSG00000103381",788.647566819423,0.976225344061792,0.143186956428272,6.81783710201861,9.24213510489541e-12,7.56606141425087e-10,"CPPED1"
"ENSG00000100242",3905.31285956984,1.70211464092159,0.252005580790992,6.75427359814421,1.43552635604335e-11,1.16887347646648e-09,"SUN2"
"ENSG00000159840",9428.64662486812,0.712835993962196,0.105562794891088,6.75271997769338,1.45098823707389e-11,1.17514528612214e-09,"ZYX"
"ENSG00000114853",2770.85195738263,0.732052662683322,0.10856026774586,6.74328350402615,1.54846641285374e-11,1.24742147992925e-09,"ZBTB47"
"ENSG00000068831",92.8018949080218,1.73619452383132,0.257623331645079,6.73927517645501,1.59178686856295e-11,1.27553503303629e-09,"RASGRP2"
"ENSG00000189184",6553.75163027371,-0.90022437409882,0.133915108856471,-6.72235106095215,1.78815483616636e-11,1.42534763124944e-09,"PCDH18"
"ENSG00000136877",1049.71923068896,0.685113799516426,0.102061658094879,6.71274416176473,1.90997829029417e-11,1.5144827856809e-09,"FPGS"
"ENSG00000106615",2235.48854826141,0.999193833795634,0.149038199887033,6.70428007418901,2.02401732774106e-11,1.59654908482491e-09,"RHEB"
"ENSG00000163661",9918.01910954256,2.23542097552309,0.333611404112726,6.7006731423598,2.0746162177788e-11,1.62798251908082e-09,"PTX3"
